"Class[Size] ->","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]","Series[78-by-1]"
"2007Q4",2.05571000e+03,7.62837657e+02,1.60889875e+02,5.08072013e+02,3.30742925e+05,1.27090967e+03,5.06236826e+02,5.05643687e+02,5.21792377e+02,5.34876887e+02,NaN,NaN,4.01526000e+00,1.39010210e+02,1.30000000e+01,4.50000000e+00,8.50000000e-01,1.17647059e+00,8.54000000e-01,1.17096019e+00,1.62518929e+01,-1.57824085e+01,4.88788963e+00,8.89600000e+01,4.48818683e+02,-3.20343015e+01,7.25900000e-01,1.37760022e+00,1.62518929e+01,6.00000000e+00,8.59585765e+02,1.58319935e+02,5.04641684e+02,5.04928033e+02,-3.13379603e+01,1.36343666e+01,2.68684898e+01,4.05028564e+01,1.79250965e+01,2.34196594e+01,1.47559978e+01,5.07622476e+00,NaN,9.89062453e+01,0.00000000e+00,-1.24505729e+01,4.50218598e+00,6.80129090e+01,-1.24505729e+01,0.00000000e+00,9.89748655e+01,6.33368505e+00,2.36790459e+01,2.72633647e+01,-9.28147409e+00,1.19523608e+01,2.24441397e+01,3.43965005e+01,1.70714485e+01,1.71818416e+01,8.63979508e+00,3.89782946e+00,NaN,7.13424809e+01,2.32568622e+00,-5.27968473e+00,3.56790108e+00,3.98687320e+01,-7.60537095e+00,2.32568622e+00,4.10315215e+01,3.96941042e+01,1.42909893e+01,1.42740530e+01,3.15196864e+00,4.49921462e+00,1.44510139e+01,7.09178645e+01
"2008Q1",2.14382000e+03,7.67034456e+02,1.76347858e+02,5.17245851e+02,3.78058064e+05,1.28428031e+03,5.11722299e+02,5.13249888e+02,5.24140399e+02,5.36019076e+02,NaN,NaN,4.26071000e+00,1.44943581e+02,1.30000000e+01,3.16666667e+00,8.50000000e-01,1.17647059e+00,8.26000000e-01,1.21065375e+00,1.62518929e+01,-1.91160505e+01,5.71365340e+00,9.66500000e+01,4.57109621e+02,-3.53679435e+01,7.02100000e-01,1.42429853e+00,1.62518929e+01,6.00000000e+00,8.66720910e+02,1.50422824e+02,5.11305470e+02,5.12038041e+02,-3.15341509e+01,1.67871990e+01,3.66953533e+01,5.34825523e+01,2.19418925e+01,3.04248048e+01,9.39208693e+00,4.56875484e+00,NaN,2.37334842e+01,0.00000000e+00,-1.33345681e+01,3.30305509e+00,3.31637501e+01,-1.33345681e+01,0.00000000e+00,2.85405799e+01,-3.15884455e+01,2.66551419e+01,2.84400308e+01,-7.84762554e-01,1.34161975e+01,3.07551039e+01,4.41713014e+01,1.56063369e+01,1.53491863e+01,9.58333247e+00,4.01373256e+00,NaN,7.52485872e+01,2.32568622e+00,-8.69104841e+00,3.41967765e+00,5.08070327e+01,-1.10167346e+01,2.32568622e+00,4.45474370e+01,1.99996046e+01,1.82219466e+01,1.82050447e+01,-2.66804400e+00,1.09443105e+01,3.50559441e+01,7.36539422e+01
"2008Q2",2.22451000e+03,7.70729195e+02,1.81908274e+02,5.20350257e+02,4.04656774e+05,1.29107945e+03,5.19875737e+02,5.20592792e+02,5.26552832e+02,5.37523915e+02,NaN,NaN,5.22519000e+00,1.65349116e+02,1.43333333e+01,2.10000000e+00,8.30000000e-01,1.20481928e+00,8.46200000e-01,1.18175372e+00,1.86329578e+01,-1.66999541e+01,4.83220500e+00,1.22250000e+02,4.80606813e+02,-3.53329119e+01,7.02346000e-01,1.42379967e+00,1.86329578e+01,6.00000000e+00,8.84643293e+02,1.48074102e+02,5.19171539e+02,5.18748204e+02,-2.33770485e+01,1.47789529e+01,1.24176247e+01,2.71965776e+01,3.26137550e+01,2.93716142e+01,9.64973103e+00,6.01935680e+00,NaN,8.16221391e+01,9.52425948e+00,9.66438591e+00,-3.52579362e+00,9.39887691e+01,1.40126429e-01,9.52425948e+00,7.16895311e+01,-9.39488823e+00,3.14642757e+01,2.68406535e+01,3.26284099e+01,1.42903067e+01,2.61791642e+01,4.04694708e+01,2.15600558e+01,2.13864009e+01,1.03750986e+01,4.28615995e+00,NaN,7.46402640e+01,3.55066885e+00,-6.16390250e+00,1.40688468e+00,5.75300525e+01,-9.71457135e+00,3.55066885e+00,4.71646009e+01,-5.85100550e-02,2.39111594e+01,2.39178964e+01,5.02105476e+00,3.52958734e+01,3.52771891e+01,8.24779105e+01
"2008Q3",2.29969000e+03,7.74052961e+02,1.84559720e+02,5.21797310e+02,4.24430142e+05,1.29585027e+03,5.23013363e+02,5.21428337e+02,5.28518815e+02,5.38774735e+02,NaN,NaN,5.43861000e+00,1.69352351e+02,1.50000000e+01,1.93333333e+00,8.10000000e-01,1.23456790e+00,9.02000000e-01,1.10864745e+00,2.10721031e+01,-1.03140759e+01,1.66177116e+00,1.15610000e+02,4.75022246e+02,-3.13861790e+01,7.30620000e-01,1.36870056e+00,2.10721031e+01,6.00000000e+00,8.58736682e+02,1.55440778e+02,5.20907941e+02,5.20342335e+02,-1.58195285e+01,1.32950658e+01,5.78820986e+00,1.90832757e+01,1.25505014e+01,3.34218147e+00,7.86393426e+00,5.00327911e+00,NaN,1.60129411e+01,9.75658125e+00,2.55435127e+01,-1.26817354e+01,-2.23382683e+01,1.57869315e+01,9.75658125e+00,-1.03626443e+02,2.94667067e+01,6.94561041e+00,6.37652516e+00,3.02300799e+01,1.46238961e+01,2.04424194e+01,3.50663155e+01,2.12578114e+01,2.16395650e+01,1.04154375e+01,5.16690388e+00,NaN,5.50687024e+01,4.82021018e+00,2.35568941e+00,-2.10057198e+00,4.32067900e+01,-2.46452077e+00,4.82021018e+00,2.38946333e+01,-1.29573551e+00,2.21860185e+01,2.22301435e+01,1.31980633e+01,2.56285805e+01,-3.73795379e+00,8.88850556e+01
"2008Q4",2.37393000e+03,7.77230209e+02,1.82989008e+02,5.20942609e+02,4.34403096e+05,1.29817282e+03,5.23248813e+02,5.22751930e+02,5.30119834e+02,5.36465671e+02,NaN,NaN,6.13699000e+00,1.81433439e+02,9.33333333e+00,5.33333333e-01,8.10000000e-01,1.23456790e+00,1.00100000e+00,9.99000999e-01,2.10721031e+01,9.99500333e-02,7.41955499e-01,5.57800000e+01,4.02141538e+02,-2.09721531e+01,8.10810000e-01,1.23333457e+00,2.10721031e+01,6.00000000e+00,7.73725330e+02,1.58509046e+02,5.20161429e+02,5.20437385e+02,-6.77107049e+00,1.27089914e+01,-3.41880342e+00,9.29018794e+00,9.41801998e-01,5.29436972e+00,6.40407366e+00,-9.23625470e+00,NaN,4.83243522e+01,0.00000000e+00,4.16561037e+01,-3.67926263e+00,-2.91522830e+02,4.16561037e+01,0.00000000e+00,-3.40045409e+02,1.22730696e+01,-2.98604989e+00,3.80199758e-01,3.61938320e+01,1.43925523e+01,1.28705961e+01,2.72631484e+01,1.70119877e+01,1.71082425e+01,8.32745647e+00,1.58878401e+00,NaN,4.24232291e+01,4.82021018e+00,1.58823586e+01,-4.14593413e+00,-4.66771448e+01,1.10621484e+01,4.82021018e+00,-8.58604355e+01,1.89110620e-01,1.55197445e+01,1.55093523e+01,2.45668898e+01,1.01067897e+01,1.67607663e+01,9.14117531e+01
"2009Q1",2.20481000e+03,7.69839662e+02,1.92873584e+02,5.26203497e+02,4.25249607e+05,1.29604316e+03,5.19738669e+02,5.21150597e+02,5.31812605e+02,5.35978199e+02,NaN,NaN,4.96183000e+00,1.60177462e+02,5.33333333e+00,2.00000000e-01,8.00000000e-01,1.25000000e+00,1.08050000e+00,9.25497455e-01,2.23143551e+01,7.74238970e+00,-3.78121051e+00,4.49300000e+01,3.80510572e+02,-1.45719654e+01,8.64400000e-01,1.15687182e+00,2.23143551e+01,6.00000000e+00,7.72594411e+02,1.61873083e+02,5.17423166e+02,5.18128287e+02,-4.33154627e+00,-2.95621889e+01,2.10435536e+01,-8.51863526e+00,-1.40405759e+01,-6.40533027e+00,6.77108583e+00,-1.94988980e+00,NaN,-8.50239079e+01,4.96900800e+00,3.05697587e+01,-1.80926640e+01,-8.65238636e+01,2.56007507e+01,4.96900800e+00,-4.52367300e+00,1.34561488e+01,-1.09530533e+01,-9.23639554e+00,9.75809690e+00,2.80520529e+00,8.95764621e+00,1.17628515e+01,8.01637063e+00,7.90070877e+00,7.67220620e+00,-4.08771448e-02,NaN,1.52338811e+01,6.06246218e+00,2.68584402e+01,-9.49486391e+00,-7.65990483e+01,2.07959781e+01,6.06246218e+00,-9.41264987e+01,1.14502592e+01,6.11769572e+00,6.09024571e+00,2.72026047e+01,-2.12447954e+01,2.00488697e-01,8.61005542e+01
"2009Q2",2.26735000e+03,7.72636703e+02,1.90312021e+02,5.24866494e+02,4.31503961e+05,1.29750320e+03,5.19148283e+02,5.19866276e+02,5.33272859e+02,5.36367210e+02,NaN,NaN,5.07715000e+00,1.62475008e+02,2.33333333e+00,2.00000000e-01,8.00000000e-01,1.25000000e+00,1.00680000e+00,9.93245928e-01,2.23143551e+01,6.77698428e-01,-5.39483840e+00,5.91800000e+01,4.08058365e+02,-2.16366567e+01,8.05440000e-01,1.24155741e+00,2.23143551e+01,6.00000000e+00,8.16896725e+02,1.68299380e+02,5.17655574e+02,5.17226028e+02,-1.34468777e+01,1.11881645e+01,-5.34801187e+00,5.84015264e+00,-2.36154650e+00,-5.13728247e+00,5.84101429e+00,1.55604744e+00,NaN,9.19018249e+00,0.00000000e+00,-2.82587651e+01,-6.45451156e+00,1.10191170e+02,-2.82587651e+01,0.00000000e+00,1.77209257e+02,2.57051897e+01,9.29632078e-01,-3.60903252e+00,-3.64613259e+01,1.90750820e+00,4.51623705e+00,6.42374525e+00,-7.27454745e-01,-7.26515387e-01,6.72002701e+00,-1.15670449e+00,NaN,-2.87410803e+00,3.68139731e+00,1.73776525e+01,-1.02270434e+01,-7.25484481e+01,1.36962552e+01,3.68139731e+00,-6.77465673e+01,2.02252787e+01,-1.51596518e+00,-1.52217579e+00,9.93017074e+00,-1.00409632e+01,-8.70319901e+00,8.35903134e+01
"2009Q3",2.33007000e+03,7.75365359e+02,1.94560895e+02,5.27074520e+02,4.53340505e+05,1.30243988e+03,5.22021789e+02,5.20417151e+02,5.34293372e+02,5.37139160e+02,NaN,NaN,5.10365000e+00,1.62995597e+02,2.00000000e+00,2.00000000e-01,8.00000000e-01,1.25000000e+00,9.89500000e-01,1.01061142e+00,2.23143551e+01,-1.05555139e+00,-4.25519016e+00,6.83700000e+01,4.22493413e+02,-2.33699065e+01,7.91600000e-01,1.26326427e+00,2.23143551e+01,6.00000000e+00,8.25427733e+02,1.69745802e+02,5.18961727e+02,5.18422048e+02,-1.33271349e+01,1.09146246e+01,8.83210316e+00,1.97467277e+01,1.14940239e+01,2.20349811e+00,4.08205326e+00,3.08779812e+00,NaN,2.08235580e+00,0.00000000e+00,-6.93299929e+00,4.55859296e+00,5.77401940e+01,-6.93299929e+00,0.00000000e+00,3.41240303e+01,5.78568680e+00,5.22461208e+00,4.78407644e+00,4.78971315e-01,1.31239788e+00,5.27721038e+00,6.58960826e+00,-9.91574142e-01,-1.01118623e+00,5.77455676e+00,-1.63557473e+00,NaN,-6.35675435e+00,1.24225200e+00,9.25852450e+00,-5.91696132e+00,-5.25288326e+01,8.01627250e+00,1.24225200e+00,-3.33089488e+01,1.43050237e+01,-1.94621476e+00,-1.92028797e+00,2.49239360e+00,2.61226513e+01,-3.81785132e+00,9.01209763e+01
"2009Q4",2.37455000e+03,7.77256322e+02,1.97448226e+02,5.28547640e+02,4.68850686e+05,1.30580396e+03,5.22744581e+02,5.22246171e+02,5.35754764e+02,5.37899670e+02,NaN,NaN,5.16167000e+00,1.64126017e+02,2.00000000e+00,1.00000000e-01,8.00000000e-01,1.25000000e+00,9.83400000e-01,1.01688021e+00,2.23143551e+01,-1.67393240e+00,-4.05390641e+00,7.49800000e+01,4.31722141e+02,-2.39882875e+01,7.86720000e-01,1.27110026e+00,2.23143551e+01,6.00000000e+00,8.30808415e+02,1.70556778e+02,5.19657808e+02,5.19917914e+02,-1.46841161e+01,7.56385432e+00,5.89248231e+00,1.34563366e+01,2.89116838e+00,7.31608223e+00,5.84556918e+00,3.04204101e+00,NaN,4.52168021e+00,0.00000000e+00,-2.47352403e+00,8.05135016e-01,3.69149118e+01,-2.47352403e+00,0.00000000e+00,2.15227260e+01,3.24390313e+00,2.78432647e+00,5.98346570e+00,-5.42792483e+00,2.61136197e-02,7.60503181e+00,7.63114543e+00,-5.04232547e-01,-5.05758099e-01,5.63493064e+00,1.43399919e+00,NaN,-1.73074223e+01,1.24225200e+00,-1.77388243e+00,-4.79586191e+00,2.95806029e+01,-3.01613443e+00,1.24225200e+00,5.70830850e+01,1.20477321e+01,-5.03620669e-01,-5.19471482e-01,-7.91304562e+00,3.14046616e+00,1.04255208e+01,9.09060928e+01
"2010Q1",2.43832000e+03,7.79906456e+02,1.91111513e+02,5.25285710e+02,4.65991024e+05,1.30519217e+03,5.23467877e+02,5.24833900e+02,5.37220761e+02,5.38309630e+02,NaN,NaN,5.50995000e+00,1.70655555e+02,2.00000000e+00,1.33333333e-01,8.00000000e-01,1.25000000e+00,1.02170000e+00,9.78760889e-01,2.23143551e+01,2.14679066e+00,-3.09598275e+00,7.66700000e+01,4.33951050e+02,-2.01675645e+01,8.17360000e-01,1.22345111e+00,2.23143551e+01,6.00000000e+00,8.29904272e+02,1.77055706e+02,5.20119143e+02,5.20816567e+02,-1.16060939e+01,1.06005327e+01,-1.30477237e+01,-2.44719102e+00,2.89318399e+00,1.03509130e+01,5.86398736e+00,1.63984109e+00,NaN,2.61181513e+01,0.00000000e+00,1.52828922e+01,3.83169464e+00,8.91563451e+00,1.52828922e+01,0.00000000e+00,-3.61657011e+00,2.59957136e+01,1.84534041e+00,3.59461065e+00,1.23120889e+01,1.00667940e+01,-9.17787529e-01,9.14900649e+00,3.72920743e+00,3.68330272e+00,5.40815602e+00,2.33143191e+00,NaN,1.04780924e+01,0.00000000e+00,-5.59559903e+00,6.85227763e-01,5.34404774e+01,-5.59559903e+00,0.00000000e+00,5.73098607e+01,1.51826233e+01,2.69597776e+00,2.68828007e+00,-7.27454763e+00,5.33815232e+00,2.61156185e+01,9.22406309e+01
"2010Q2",2.48205000e+03,7.81684011e+02,1.98006728e+02,5.28830101e+02,4.91462599e+05,1.31051411e+03,5.25047014e+02,5.25723492e+02,5.38298431e+02,5.38118976e+02,NaN,NaN,5.47074000e+00,1.69941389e+02,2.00000000e+00,2.00000000e-01,8.00000000e-01,1.25000000e+00,1.09270000e+00,9.15164272e-01,2.23143551e+01,8.86516976e+00,-2.04368030e+00,7.86700000e+01,4.36526189e+02,-1.34491854e+01,8.74160000e-01,1.14395534e+00,2.23143551e+01,6.00000000e+00,8.36435283e+02,1.82629346e+02,5.21136822e+02,5.20716316e+02,-4.38624725e+00,7.11022162e+00,1.41775656e+01,2.12877872e+01,6.31655024e+00,3.55836988e+00,4.31068004e+00,-7.62618452e-01,NaN,-2.85666323e+00,0.00000000e+00,2.68735164e+01,4.20920978e+00,1.03005563e+01,2.68735164e+01,0.00000000e+00,2.61240441e+01,2.22945608e+01,4.07071308e+00,-4.01000875e-01,2.88793866e+01,9.04730830e+00,3.96360684e+00,1.30109151e+01,5.89873161e+00,5.85721581e+00,5.02557246e+00,1.75176544e+00,NaN,7.46638101e+00,0.00000000e+00,8.18747133e+00,3.35115810e+00,2.84678241e+01,8.18747133e+00,0.00000000e+00,1.95385576e+01,1.43299661e+01,3.48124801e+00,3.49028798e+00,9.06063049e+00,1.15568369e+01,1.27969016e+01,9.51298401e+01
"2010Q3",2.53532000e+03,7.83807514e+02,2.03785409e+02,5.31706752e+02,5.16661222e+05,1.31551427e+03,5.27348104e+02,5.25822427e+02,5.40270965e+02,5.38309064e+02,NaN,NaN,6.05763000e+00,1.80131863e+02,2.00000000e+00,2.00000000e-01,8.00000000e-01,1.25000000e+00,1.04670000e+00,9.55383587e-01,2.23143551e+01,4.56423579e+00,-8.93422520e-01,7.64100000e+01,4.33611358e+02,-1.77501193e+01,8.37360000e-01,1.19422948e+00,2.23143551e+01,6.00000000e+00,8.31219363e+02,1.78113268e+02,5.23329220e+02,5.22806928e+02,-8.35862519e+00,8.49401208e+00,1.15066049e+01,2.00006169e+01,9.20435722e+00,3.95740614e-01,7.89013310e+00,7.60352893e-01,NaN,4.07618975e+01,0.00000000e+00,-1.72037359e+01,4.60103114e+00,-1.16593243e+01,-1.72037359e+01,0.00000000e+00,-2.08636815e+01,-1.80643116e+01,8.76959121e+00,8.36244506e+00,-1.58895118e+01,8.44215518e+00,4.63223227e+00,1.30743874e+01,5.32631496e+00,5.40527643e+00,5.97759242e+00,1.16990413e+00,NaN,1.71362664e+01,0.00000000e+00,5.61978718e+00,3.36176764e+00,1.11179446e+01,5.61978718e+00,0.00000000e+00,5.79162962e+00,8.36746647e+00,4.36749279e+00,4.38488013e+00,4.96850972e+00,1.02188113e+01,-1.81932364e+01,9.76845429e+01
"2010Q4",2.61061000e+03,7.86733919e+02,2.08491929e+02,5.33990033e+02,5.44291116e+05,1.32072395e+03,5.29675774e+02,5.29209807e+02,5.41934666e+02,5.39163151e+02,NaN,NaN,6.40760000e+00,1.85748479e+02,3.00000000e+00,2.00000000e-01,8.00000000e-01,1.25000000e+00,1.04240000e+00,9.59324635e-01,2.23143551e+01,4.15257468e+00,-6.34333064e-01,8.68000000e+01,4.46360662e+02,-1.81617804e+01,8.33920000e-01,1.19915579e+00,2.23143551e+01,6.00000000e+00,8.37718925e+02,1.73837000e+02,5.25457933e+02,5.25691596e+02,-8.10631703e+00,1.17056195e+01,9.13312441e+00,2.08387439e+01,9.31068320e+00,1.35495175e+01,6.65480616e+00,3.41634810e+00,NaN,2.24664605e+01,0.00000000e+00,-1.64664442e+00,1.03635782e+00,5.09972176e+01,-1.64664442e+00,0.00000000e+00,2.59982491e+01,-1.71050737e+01,8.51485273e+00,1.15386752e+01,1.00923261e+00,9.47759647e+00,5.44239279e+00,1.49199893e+01,6.93119366e+00,6.96363525e+00,6.17990167e+00,1.26348091e+00,NaN,2.16224615e+01,0.00000000e+00,5.82650708e+00,3.41957334e+00,1.46385210e+01,5.82650708e+00,0.00000000e+00,6.91051041e+00,3.28022225e+00,5.80012436e+00,5.77368252e+00,6.57779908e+00,1.11676210e+01,1.82414828e+01,1.00476448e+02
"2011Q1",2.64979000e+03,7.88223567e+02,2.19170919e+02,5.38985188e+02,5.80756909e+05,1.32720875e+03,5.32538480e+02,5.33792262e+02,5.43915380e+02,5.40427199e+02,NaN,NaN,6.71840000e+00,1.90485003e+02,4.33333333e+00,1.66666667e-01,8.00000000e-01,1.25000000e+00,1.01320000e+00,9.86971970e-01,2.23143551e+01,1.31136391e+00,-4.24061527e-01,1.04900000e+02,4.65300752e+02,-2.10029912e+01,8.10560000e-01,1.23371496e+00,2.23143551e+01,6.00000000e+00,8.49714109e+02,1.70746009e+02,5.26092703e+02,5.26788956e+02,-1.00655364e+01,5.95859243e+00,1.99806176e+01,2.59392100e+01,1.14508230e+01,1.83298218e+01,7.92285732e+00,5.05619175e+00,NaN,1.89460980e+01,0.00000000e+00,-1.13648431e+01,8.41086148e-01,7.57603575e+01,-1.13648431e+01,0.00000000e+00,4.79807367e+01,-1.23639648e+01,2.53908293e+00,4.38943737e+00,-7.83687743e+00,8.31711140e+00,1.36994781e+01,2.20165895e+01,9.07060341e+00,8.95836244e+00,6.69461916e+00,2.11756857e+00,NaN,1.98294482e+01,0.00000000e+00,-8.35426747e-01,2.67192122e+00,3.13497018e+01,-8.35426747e-01,0.00000000e+00,1.98098371e+01,-6.30969733e+00,5.97355999e+00,5.97238920e+00,1.54055750e+00,3.22448831e+01,5.08573853e+01,1.08537669e+02
"2011Q2",2.74820000e+03,7.91870143e+02,2.14154916e+02,5.36669966e+02,5.88540540e+05,1.32854011e+03,5.33727101e+02,5.34348192e+02,5.45829707e+02,5.41491015e+02,NaN,NaN,6.94750000e+00,1.93838188e+02,5.16666667e+00,1.00000000e-01,7.90000000e-01,1.26582278e+00,1.00220000e+00,9.97804829e-01,2.35722334e+01,2.19758354e-01,5.55621517e-01,1.17120000e+02,4.76319905e+02,-2.33524750e+01,7.91738000e-01,1.26304409e+00,2.35722334e+01,6.00000000e+00,8.56606052e+02,1.77269832e+02,5.26688798e+02,5.26288104e+02,-1.18828478e+01,1.45863041e+01,-9.26088694e+00,5.32541719e+00,4.75448263e+00,2.22371894e+00,7.65730586e+00,4.25526299e+00,NaN,1.34127407e+01,5.03151288e+00,-4.36642224e+00,3.91873218e+00,4.40766139e+01,-9.39793512e+00,5.03151288e+00,2.75677711e+01,2.60952928e+01,2.38438002e+00,-2.00340862e+00,-7.26924547e+00,1.01861320e+01,7.83986498e+00,1.80259970e+01,8.68008650e+00,8.62469971e+00,7.53127561e+00,3.37203893e+00,NaN,2.38967992e+01,1.25787822e+00,-8.64541141e+00,2.59930182e+00,3.97937162e+01,-9.90328963e+00,1.25787822e+00,2.01707689e+01,-5.35951434e+00,5.55197672e+00,5.57178726e+00,-7.49660051e+00,1.02847221e+01,1.20870166e+01,1.11108849e+02
"2011Q3",2.80415000e+03,7.93885574e+02,2.18982918e+02,5.38899373e+02,6.14060951e+05,1.33278495e+03,5.35025820e+02,5.33609473e+02,5.47113460e+02,5.41996632e+02,NaN,NaN,6.94330000e+00,1.93777717e+02,5.25000000e+00,1.00000000e-01,7.90000000e-01,1.26582278e+00,1.04460000e+00,9.57304231e-01,2.35722334e+01,4.36340370e+00,6.45890530e-01,1.13000000e+02,4.72738782e+02,-1.92088297e+01,8.25234000e-01,1.21177751e+00,2.35722334e+01,6.00000000e+00,8.50875140e+02,1.82301023e+02,5.28391291e+02,5.27883027e+02,-7.72423648e+00,8.06172433e+00,8.91762776e+00,1.69793521e+01,5.19487709e+00,-2.95487505e+00,5.13501336e+00,2.02246774e+00,NaN,-2.41886724e-01,0.00000000e+00,1.65745814e+01,3.61076052e-01,-1.43244926e+01,1.65745814e+01,0.00000000e+00,-2.29236456e+01,2.01247623e+01,6.80997070e+00,6.37969196e+00,1.66344451e+01,1.00780601e+01,7.19262070e+00,1.72706808e+01,7.67771647e+00,7.78704579e+00,6.84249567e+00,3.68756764e+00,NaN,1.36458531e+01,1.25787822e+00,-2.00832086e-01,1.53931305e+00,3.91274241e+01,-1.45871031e+00,1.25787822e+00,1.96557778e+01,4.18775413e+00,5.06207159e+00,5.07609899e+00,6.34388711e-01,1.42632533e+00,-2.47355314e+01,1.11465431e+02
"2011Q4",2.86799000e+03,7.96136671e+02,2.22360731e+02,5.40430098e+02,6.37728353e+05,1.33656677e+03,5.36030856e+02,5.35592568e+02,5.48793986e+02,5.42404516e+02,NaN,NaN,1.04815000e+01,2.34961180e+02,5.25000000e+00,1.00000000e-01,7.90000000e-01,1.26582278e+00,1.08100000e+00,9.25069380e-01,2.35722334e+01,7.78865387e+00,1.37586447e+00,1.09310000e+02,4.69418788e+02,-1.57835795e+01,8.53990000e-01,1.17097390e+00,2.35722334e+01,6.00000000e+00,8.31844769e+02,1.95579434e+02,5.28684640e+02,5.28881132e+02,-4.97447666e+00,9.00438929e+00,6.12289994e+00,1.51272892e+01,4.02014336e+00,7.93237931e+00,6.72210475e+00,1.63153559e+00,NaN,1.64733853e+02,0.00000000e+00,1.37010007e+01,2.91989578e+00,-1.32799746e+01,1.37010007e+01,0.00000000e+00,-7.61214851e+01,5.31136441e+01,1.17339626e+00,3.99242141e+00,1.09990393e+01,9.40275255e+00,6.44006459e+00,1.58428171e+01,6.35508151e+00,6.38276124e+00,6.85932032e+00,3.24136452e+00,NaN,4.92127013e+01,1.25787822e+00,3.63607918e+00,2.01019754e+00,2.30581261e+01,2.37820096e+00,1.25787822e+00,-5.87415572e+00,2.17424336e+01,3.22670748e+00,3.18953553e+00,3.13184037e+00,1.06625533e+01,1.71256144e+01,1.14131069e+02
"2012Q1",2.96775000e+03,7.99555937e+02,2.15891664e+02,5.37477673e+02,6.40712487e+05,1.33703361e+03,5.35615072e+02,5.36835636e+02,5.49910194e+02,5.43203082e+02,NaN,NaN,1.08226000e+01,2.38163654e+02,5.25000000e+00,1.00000000e-01,7.90000000e-01,1.26582278e+00,1.07270000e+00,9.32227091e-01,2.35722334e+01,7.01788346e+00,1.57348503e+00,1.18540000e+02,4.77525046e+02,-1.65543499e+01,8.47433000e-01,1.18003429e+00,2.35722334e+01,6.00000000e+00,8.51593541e+02,1.91646987e+02,5.28283711e+02,5.28981082e+02,-7.27723905e+00,1.36770616e+01,-1.18097001e+01,1.86736148e+00,-1.66313606e+00,4.97227126e+00,4.46483192e+00,3.19426400e+00,NaN,1.28098968e+01,0.00000000e+00,-3.08308161e+00,7.90482220e-01,3.24250296e+01,-3.08308161e+00,0.00000000e+00,7.89950864e+01,-1.57297860e+01,-1.60371542e+00,3.99800136e-01,-9.21104959e+00,1.13323698e+01,-1.50751484e+00,9.82485500e+00,3.07659176e+00,3.04337362e+00,5.99481397e+00,2.77588258e+00,NaN,4.76786509e+01,1.25787822e+00,5.70651955e+00,1.99754656e+00,1.22242941e+01,4.44864133e+00,1.25787822e+00,1.87943171e+00,2.09009783e+01,2.19100789e+00,2.19212622e+00,2.78829733e+00,-1.80178420e+00,1.56413706e+01,1.13680623e+02
